screen_time_hours,sleep_hours,energy_level,hour_of_day,day_of_week,scroll_session_mins,heart_rate_resting,mood_valence,hour_sin,hour_cos,day_sin,day_cos,screen_sleep_interaction,weather_temp_c,stress_score,stress_label,archetype,user_id
8.3,6.33,5,19,1,15.68,73.7,-0.6,-0.9659,0.2588,0.7818,0.6235,0.0259,14.4,0.7779,high,professional,professional_09
5.29,7.31,4,8,4,19.87,72.7,0.6,0.866,-0.5,-0.4339,-0.901,0.0069,9.1,0.2763,low,recovering,recovering_02
11.62,7.76,6,21,5,94.06,73.7,-0.7,-0.7071,0.7071,-0.9749,-0.2225,0.0051,13.5,0.6904,moderate,recovering,recovering_10
5.93,6.02,4,12,6,28.24,80.5,-0.6,0.0,-1.0,-0.7818,0.6235,0.022,16.0,0.7565,high,recovering,recovering_17
14.0,5.9,3,20,4,52.01,82.0,-0.8,-0.866,0.5,-0.4339,-0.901,0.0551,22.9,0.98,high,student,student_01
4.07,3.0,2,6,5,10.91,71.0,-0.6,1.0,0.0,-0.9749,-0.2225,0.0381,8.0,0.7365,high,shift_worker,shift_worker_10
3.78,5.93,4,20,2,18.83,85.1,-0.8,-0.866,0.5,0.9749,-0.2225,0.0147,15.1,0.7165,high,professional,professional_07
1.27,5.42,6,8,1,1.75,70.4,0.5,0.866,-0.5,0.7818,0.6235,0.0061,9.1,0.2236,low,recovering,recovering_12
5.56,7.12,4,8,6,20.93,74.4,-0.8,0.866,-0.5,-0.7818,0.6235,0.0091,13.4,0.5808,moderate,professional,professional_04
8.74,9.28,7,12,6,0.81,55.5,-0.4,0.0,-1.0,-0.7818,0.6235,0.0,14.2,0.5299,moderate,athlete,athlete_05
14.0,7.81,6,12,6,103.34,67.4,-0.8,0.0,-1.0,-0.7818,0.6235,0.0051,19.2,0.8557,high,athlete,athlete_11
1.12,8.21,8,12,4,0.5,60.5,-0.6,0.0,-1.0,-0.4339,-0.901,0.0,27.3,0.2018,low,athlete,athlete_02
6.67,5.61,1,20,0,96.39,87.3,-0.7,-0.866,0.5,0.0,1.0,0.0298,7.2,0.9417,high,chronic_stress,chronic_stress_15
1.1,7.11,5,7,2,9.66,74.2,-0.6,0.9659,-0.2588,0.9749,-0.2225,0.0018,16.2,0.2812,low,shift_worker,shift_worker_06
5.22,8.85,6,18,6,86.22,58.5,0.5,-1.0,-0.0,-0.7818,0.6235,0.0,13.6,0.3876,moderate,athlete,athlete_16
9.25,7.72,5,21,3,2.17,76.0,0.9,-0.7071,0.7071,0.4339,-0.901,0.0049,6.3,0.3862,moderate,recovering,recovering_11
14.0,4.58,1,20,5,25.97,82.8,-0.6,-0.866,0.5,-0.9749,-0.2225,0.0898,20.3,0.98,high,chronic_stress,chronic_stress_10
3.5,7.4,6,12,5,9.38,68.5,-0.7,0.0,-1.0,-0.9749,-0.2225,0.0039,8.2,0.5512,moderate,recovering,recovering_16
10.89,8.91,5,12,6,64.91,85.5,0.6,0.0,-1.0,-0.7818,0.6235,0.0,4.2,0.7228,high,student,student_15
14.0,4.57,1,21,5,76.21,82.9,-0.6,-0.7071,0.7071,-0.9749,-0.2225,0.09,7.5,0.98,high,chronic_stress,chronic_stress_05
2.57,8.23,7,7,3,2.49,64.9,0.6,0.9659,-0.2588,0.4339,-0.901,0.0,-3.2,0.1738,low,athlete,athlete_15
12.21,4.31,1,9,2,120.0,85.7,-0.6,0.7071,-0.7071,0.9749,-0.2225,0.0845,14.9,0.98,high,chronic_stress,chronic_stress_17
7.35,7.73,6,18,1,23.19,61.9,0.7,-1.0,-0.0,0.7818,0.6235,0.0038,17.7,0.5583,moderate,athlete,athlete_07
5.91,5.44,5,19,5,23.54,80.0,-0.8,-0.9659,0.2588,-0.9749,-0.2225,0.0284,10.4,0.98,high,professional,professional_05
3.57,7.66,8,8,4,2.57,67.3,-0.8,0.866,-0.5,-0.4339,-0.901,0.0023,13.8,0.5279,moderate,athlete,athlete_18
14.0,7.97,3,23,4,99.84,93.0,-0.4,-0.2588,0.9659,-0.4339,-0.901,0.0007,16.0,0.98,high,shift_worker,shift_worker_19
11.16,6.73,3,23,3,3.82,72.0,0.6,-0.2588,0.9659,0.4339,-0.901,0.0267,8.0,0.6109,moderate,student,student_12
2.75,8.38,8,12,4,2.3,44.0,0.6,0.0,-1.0,-0.4339,-0.901,0.0,11.2,0.1915,low,athlete,athlete_09
2.86,8.07,8,18,6,8.32,54.2,0.7,-1.0,-0.0,-0.7818,0.6235,0.0,6.5,0.248,low,athlete,athlete_16
5.87,6.28,2,23,1,18.99,68.0,-0.8,-0.2588,0.9659,0.7818,0.6235,0.0189,15.3,0.7979,high,student,student_08
7.96,8.62,6,20,3,120.0,77.9,-0.8,-0.866,0.5,0.4339,-0.901,0.0,0.2,0.98,high,student,student_11
8.22,8.12,7,19,6,54.13,67.5,0.7,-0.9659,0.2588,-0.7818,0.6235,0.0,17.4,0.4336,moderate,recovering,recovering_16
2.55,7.36,7,9,2,18.99,77.3,0.9,0.7071,-0.7071,0.9749,-0.2225,0.0031,9.7,0.2558,low,recovering,recovering_02
5.98,6.95,4,19,1,19.05,77.5,-0.7,-0.9659,0.2588,0.7818,0.6235,0.0117,8.7,0.6678,moderate,recovering,recovering_13
10.97,3.24,2,22,6,7.23,95.4,-0.8,-0.5,0.866,-0.7818,0.6235,0.0978,1.3,0.98,high,shift_worker,shift_worker_09
4.1,4.8,2,21,5,2.0,99.7,-0.8,-0.7071,0.7071,-0.9749,-0.2225,0.0246,-0.0,0.8333,high,chronic_stress,chronic_stress_07
6.71,6.05,3,18,3,55.34,74.3,0.7,-1.0,-0.0,0.4339,-0.901,0.0246,7.7,0.6491,moderate,professional,professional_08
13.08,7.3,2,9,5,30.57,66.9,-0.4,0.7071,-0.7071,-0.9749,-0.2225,0.0171,19.9,0.8469,high,recovering,recovering_10
3.2,7.33,7,12,3,3.91,60.1,0.6,0.0,-1.0,0.4339,-0.901,0.004,17.4,0.3936,moderate,athlete,athlete_18
10.95,6.06,3,21,1,2.61,71.1,-0.4,-0.7071,0.7071,0.7818,0.6235,0.0398,2.1,0.7566,high,recovering,recovering_16
2.38,8.5,8,8,3,7.63,62.4,0.7,0.866,-0.5,0.4339,-0.901,0.0,5.8,0.2216,low,athlete,athlete_19
14.0,5.35,1,18,4,17.11,75.2,-0.6,-1.0,-0.0,-0.4339,-0.901,0.0696,9.7,0.98,high,professional,professional_16
13.81,4.51,2,9,6,0.51,87.8,-0.7,0.7071,-0.7071,-0.7818,0.6235,0.0903,9.5,0.9745,high,chronic_stress,chronic_stress_14
2.81,7.73,6,8,0,4.37,70.5,-0.7,0.866,-0.5,0.0,1.0,0.0014,16.0,0.076,low,recovering,recovering_07
1.11,3.42,2,14,3,10.13,70.8,-0.7,-0.5,-0.866,0.4339,-0.901,0.0095,17.9,0.98,high,shift_worker,shift_worker_02
6.56,8.28,7,19,4,33.7,73.0,-0.8,-0.9659,0.2588,-0.4339,-0.901,0.0,22.3,0.7161,high,athlete,athlete_19
1.72,6.21,4,19,3,5.22,81.2,-0.8,-0.9659,0.2588,0.4339,-0.901,0.0058,3.9,0.5271,moderate,professional,professional_12
1.63,6.81,3,22,4,2.77,73.2,0.7,-0.5,0.866,-0.4339,-0.901,0.0037,14.3,0.4054,moderate,student,student_17
6.33,6.49,3,20,5,4.41,65.4,0.7,-0.866,0.5,-0.9749,-0.2225,0.018,24.5,0.5409,moderate,student,student_16
2.68,5.88,2,6,1,51.64,96.7,-0.6,1.0,0.0,0.7818,0.6235,0.0106,21.1,0.7404,high,shift_worker,shift_worker_08
3.4,6.26,4,22,4,4.59,74.9,0.7,-0.5,0.866,-0.4339,-0.901,0.0111,8.7,0.2143,low,shift_worker,shift_worker_07
2.11,3.0,2,7,0,6.4,72.7,-0.8,0.9659,-0.2588,0.0,1.0,0.0198,3.8,0.5706,moderate,shift_worker,shift_worker_15
4.58,8.98,6,12,4,57.57,58.4,-0.8,0.0,-1.0,-0.4339,-0.901,0.0,15.7,0.7442,high,athlete,athlete_05
3.29,7.1,5,22,1,12.76,72.8,0.7,-0.5,0.866,0.7818,0.6235,0.0055,19.8,0.3534,moderate,student,student_07
7.12,5.14,3,8,4,8.0,69.2,-0.8,0.866,-0.5,-0.4339,-0.901,0.0383,4.5,0.7689,high,professional,professional_03
11.68,5.86,2,22,5,9.53,90.6,-0.7,-0.5,0.866,-0.9749,-0.2225,0.047,22.2,0.98,high,chronic_stress,chronic_stress_05
7.14,3.58,1,21,5,12.75,73.4,-0.7,-0.7071,0.7071,-0.9749,-0.2225,0.0592,19.9,0.98,high,chronic_stress,chronic_stress_17
14.0,3.78,1,22,2,33.52,80.4,-0.6,-0.5,0.866,0.9749,-0.2225,0.1107,10.5,0.98,high,student,student_19
14.0,6.92,4,22,5,77.36,75.8,-0.7,-0.5,0.866,-0.9749,-0.2225,0.0284,3.7,0.8375,high,student,student_12
3.7,7.14,4,23,3,22.65,76.9,-0.6,-0.2588,0.9659,0.4339,-0.901,0.006,18.3,0.5588,moderate,student,student_05
8.67,7.07,6,19,5,10.2,79.7,-0.4,-0.9659,0.2588,-0.9749,-0.2225,0.0151,0.9,0.6753,high,recovering,recovering_07
4.38,8.04,4,6,5,4.7,85.7,-0.4,1.0,0.0,-0.9749,-0.2225,0.0,27.5,0.4641,moderate,shift_worker,shift_worker_13
11.94,6.35,3,22,2,34.02,69.1,-0.6,-0.5,0.866,0.9749,-0.2225,0.037,14.1,0.98,high,student,student_17
4.87,8.08,3,12,6,3.43,78.5,0.6,0.0,-1.0,-0.7818,0.6235,0.0,17.9,0.2266,low,recovering,recovering_04
6.38,6.34,4,6,2,17.45,82.3,-0.7,1.0,0.0,0.9749,-0.2225,0.0199,3.2,0.7509,high,shift_worker,shift_worker_01
6.5,7.26,3,20,0,3.34,46.0,0.5,-0.866,0.5,0.0,1.0,0.0091,14.5,0.553,moderate,professional,professional_00
1.58,4.43,2,15,3,10.1,56.1,-0.8,-0.7071,-0.7071,0.4339,-0.901,0.0106,0.7,0.5354,moderate,shift_worker,shift_worker_00
1.58,7.77,5,12,1,2.92,76.6,0.7,0.0,-1.0,0.7818,0.6235,0.0007,3.5,0.1851,low,professional,professional_12
3.49,8.61,10,19,3,10.08,69.3,0.6,-0.9659,0.2588,0.4339,-0.901,0.0,15.1,0.2124,low,athlete,athlete_02
6.46,5.4,4,12,4,0.87,62.1,-0.7,0.0,-1.0,-0.4339,-0.901,0.0316,18.3,0.7942,high,recovering,recovering_00
1.76,6.26,4,12,0,14.08,71.2,0.9,0.0,-1.0,0.0,1.0,0.0058,0.4,0.2976,low,recovering,recovering_09
4.22,3.58,1,6,2,5.57,72.6,-0.4,1.0,0.0,0.9749,-0.2225,0.035,22.3,0.8591,high,shift_worker,shift_worker_11
5.1,7.88,7,9,3,5.7,70.1,0.7,0.7071,-0.7071,0.4339,-0.901,0.0012,-5.0,0.3869,moderate,recovering,recovering_07
1.83,9.0,5,9,5,2.06,63.5,-0.6,0.7071,-0.7071,-0.9749,-0.2225,0.0,5.1,0.3428,moderate,recovering,recovering_17
1.99,7.73,7,7,2,2.5,48.8,0.6,0.9659,-0.2588,0.9749,-0.2225,0.001,13.5,0.02,low,athlete,athlete_03
6.86,8.75,7,19,6,0.5,64.3,0.7,-0.9659,0.2588,-0.7818,0.6235,0.0,1.6,0.6029,moderate,athlete,athlete_13
6.29,4.33,1,20,0,2.25,88.2,-0.4,-0.866,0.5,0.0,1.0,0.0432,7.0,0.8272,high,chronic_stress,chronic_stress_02
2.78,5.92,4,8,6,3.63,63.2,-0.6,0.866,-0.5,-0.7818,0.6235,0.0108,12.5,0.4205,moderate,recovering,recovering_06
7.72,6.23,5,7,3,31.56,77.3,-0.6,0.9659,-0.2588,0.4339,-0.901,0.0256,21.1,0.792,high,professional,professional_06
4.05,7.53,4,12,5,5.64,91.8,0.6,0.0,-1.0,-0.9749,-0.2225,0.0036,11.9,0.607,moderate,professional,professional_15
9.66,5.96,3,12,5,37.81,50.9,-0.8,0.0,-1.0,-0.9749,-0.2225,0.0369,6.0,0.98,high,student,student_15
12.61,9.82,7,12,6,116.79,53.9,-0.8,0.0,-1.0,-0.7818,0.6235,0.0,-2.2,0.7406,high,athlete,athlete_01
3.34,9.23,7,7,5,12.64,65.3,0.6,0.9659,-0.2588,-0.9749,-0.2225,0.0,19.4,0.1405,low,athlete,athlete_06
3.45,9.17,7,12,1,63.87,48.1,0.7,0.0,-1.0,0.7818,0.6235,0.0,11.4,0.3728,moderate,athlete,athlete_17
8.07,7.43,5,20,6,0.55,87.6,-0.4,-0.866,0.5,-0.7818,0.6235,0.0087,20.8,0.8721,high,professional,professional_13
8.99,7.84,5,12,4,61.1,65.2,0.9,0.0,-1.0,-0.4339,-0.901,0.0027,12.4,0.4696,moderate,recovering,recovering_14
3.31,7.5,6,14,5,0.5,85.6,0.7,-0.5,-0.866,-0.9749,-0.2225,0.0031,19.0,0.5142,moderate,shift_worker,shift_worker_03
8.01,4.5,4,8,0,3.9,64.7,-0.8,0.866,-0.5,0.0,1.0,0.0525,13.7,0.8854,high,recovering,recovering_13
6.54,8.71,6,6,6,5.05,52.7,0.7,1.0,0.0,-0.7818,0.6235,0.0,10.7,0.3665,moderate,athlete,athlete_02
2.56,7.45,8,19,4,0.74,65.5,0.9,-0.9659,0.2588,-0.4339,-0.901,0.0026,15.0,0.1187,low,athlete,athlete_19
2.2,7.83,8,19,4,9.01,63.8,0.5,-0.9659,0.2588,-0.4339,-0.901,0.0007,17.1,0.0703,low,athlete,athlete_13
7.02,8.16,6,21,5,4.77,65.9,-0.4,-0.7071,0.7071,-0.9749,-0.2225,0.0,11.9,0.6716,high,recovering,recovering_11
6.4,3.39,1,12,1,3.17,66.1,-0.6,0.0,-1.0,0.7818,0.6235,0.0554,5.0,0.8636,high,student,student_05
8.32,6.84,3,15,1,10.53,80.2,0.6,-0.7071,-0.7071,0.7818,0.6235,0.0181,13.2,0.6284,moderate,shift_worker,shift_worker_01
2.55,6.13,4,14,2,9.04,59.8,-0.4,-0.5,-0.866,0.9749,-0.2225,0.009,13.5,0.5461,moderate,student,student_04
4.99,4.51,5,19,0,8.02,86.2,-0.7,-0.9659,0.2588,0.0,1.0,0.0327,21.9,0.7359,high,professional,professional_15
14.0,6.28,1,20,3,0.98,81.3,-0.6,-0.866,0.5,0.4339,-0.901,0.0451,16.4,0.98,high,student,student_08
1.34,5.3,3,13,1,7.24,94.7,-0.6,-0.2588,-0.9659,0.7818,0.6235,0.0068,18.7,0.6066,moderate,chronic_stress,chronic_stress_08
9.34,3.98,1,9,1,25.11,92.2,-0.7,0.7071,-0.7071,0.7818,0.6235,0.0703,13.4,0.98,high,chronic_stress,chronic_stress_09
14.0,3.49,1,13,1,22.85,72.5,-0.6,-0.2588,-0.9659,0.7818,0.6235,0.1185,18.8,0.98,high,chronic_stress,chronic_stress_13
8.71,8.08,5,12,5,34.22,64.6,0.5,0.0,-1.0,-0.9749,-0.2225,0.0,19.7,0.3682,moderate,athlete,athlete_11
6.05,7.82,6,6,3,11.21,54.0,0.9,1.0,0.0,0.4339,-0.901,0.002,26.0,0.2378,low,athlete,athlete_09
5.88,7.37,4,8,2,12.26,72.6,0.6,0.866,-0.5,0.9749,-0.2225,0.0069,17.9,0.369,moderate,athlete,athlete_11
4.35,8.08,8,7,5,9.14,52.4,0.5,0.9659,-0.2588,-0.9749,-0.2225,0.0,15.7,0.4671,moderate,athlete,athlete_03
11.69,8.16,7,19,5,48.58,59.1,-0.6,-0.9659,0.2588,-0.9749,-0.2225,0.0,17.3,0.8212,high,athlete,athlete_12
5.84,9.13,8,18,5,120.0,67.1,0.7,-1.0,-0.0,-0.9749,-0.2225,0.0,12.5,0.3512,low,athlete,athlete_19
1.1,4.86,3,21,4,0.99,79.4,-0.6,-0.7071,0.7071,-0.4339,-0.901,0.0065,22.7,0.5189,moderate,student,student_00
0.74,7.7,7,6,6,5.35,47.3,0.5,1.0,0.0,-0.7818,0.6235,0.0004,6.9,0.0514,low,athlete,athlete_00
10.01,8.03,4,14,2,0.75,74.1,-0.4,-0.5,-0.866,0.9749,-0.2225,0.0,21.5,0.6084,moderate,student,student_11
0.53,5.76,3,7,2,0.5,79.9,0.7,0.9659,-0.2588,0.9749,-0.2225,0.0022,10.7,0.354,low,professional,professional_08
3.15,8.22,8,19,0,0.5,48.6,0.6,-0.9659,0.2588,0.0,1.0,0.0,18.9,0.2227,low,athlete,athlete_05
8.13,4.3,1,22,4,0.77,80.0,-0.8,-0.5,0.866,-0.4339,-0.901,0.0564,18.8,0.9125,high,shift_worker,shift_worker_16
8.35,8.95,6,7,1,5.52,80.0,-0.6,0.9659,-0.2588,0.7818,0.6235,0.0,7.0,0.5559,moderate,shift_worker,shift_worker_00
1.86,8.55,10,6,2,17.0,70.3,0.6,1.0,0.0,0.9749,-0.2225,0.0,7.1,0.02,low,athlete,athlete_08
14.0,9.8,6,12,6,57.07,78.9,-0.6,0.0,-1.0,-0.7818,0.6235,0.0,10.8,0.8603,high,recovering,recovering_08
2.11,4.13,2,7,1,11.56,86.1,-0.6,0.9659,-0.2588,0.7818,0.6235,0.0153,15.8,0.9555,high,shift_worker,shift_worker_18
7.75,4.85,2,7,3,12.92,61.0,-0.6,0.9659,-0.2588,0.4339,-0.901,0.0457,-0.4,0.98,high,shift_worker,shift_worker_03
2.98,6.89,7,12,2,36.2,73.1,0.6,0.0,-1.0,0.9749,-0.2225,0.0062,7.9,0.3037,low,professional,professional_07
4.08,7.61,6,12,0,10.23,57.7,0.7,0.0,-1.0,0.0,1.0,0.003,23.4,0.2471,low,professional,professional_14
2.21,7.29,4,15,0,4.28,77.7,0.6,-0.7071,-0.7071,0.0,1.0,0.003,11.0,0.3403,low,shift_worker,shift_worker_14
7.12,7.16,6,19,3,25.63,63.9,-0.6,-0.9659,0.2588,0.4339,-0.901,0.0113,11.9,0.5098,moderate,professional,professional_07
1.07,8.55,6,19,1,1.44,47.7,0.7,-0.9659,0.2588,0.7818,0.6235,0.0,13.0,0.1148,low,athlete,athlete_01
4.46,9.52,7,12,6,20.17,75.7,-0.7,0.0,-1.0,-0.7818,0.6235,0.0,17.3,0.6954,high,student,student_09
2.31,8.99,8,18,4,6.88,56.3,0.5,-1.0,-0.0,-0.4339,-0.901,0.0,15.7,0.1661,low,athlete,athlete_13
14.0,4.23,2,23,2,74.08,87.4,-0.7,-0.2588,0.9659,0.9749,-0.2225,0.0989,3.5,0.98,high,shift_worker,shift_worker_06
14.0,8.9,5,18,6,60.66,67.8,-0.6,-1.0,-0.0,-0.7818,0.6235,0.0,9.0,0.9623,high,professional,professional_02
1.1,6.87,5,19,3,1.73,68.7,0.9,-0.9659,0.2588,0.4339,-0.901,0.0023,20.7,0.2163,low,recovering,recovering_00
0.3,8.22,8,6,1,0.5,56.0,-0.8,1.0,0.0,0.7818,0.6235,0.0,7.9,0.1934,low,athlete,athlete_18
14.0,6.95,4,18,6,1.61,66.2,-0.7,-1.0,-0.0,-0.7818,0.6235,0.0275,-3.9,0.8163,high,professional,professional_15
8.56,8.35,5,7,1,25.59,75.3,-0.8,0.9659,-0.2588,0.7818,0.6235,0.0,15.9,0.746,high,shift_worker,shift_worker_14
10.58,3.33,1,15,3,37.93,74.8,-0.7,-0.7071,-0.7071,0.4339,-0.901,0.0926,6.6,0.98,high,shift_worker,shift_worker_13
14.0,6.0,1,15,1,45.43,60.9,-0.4,-0.7071,-0.7071,0.7818,0.6235,0.0524,10.4,0.98,high,shift_worker,shift_worker_14
1.99,8.19,6,8,5,2.89,81.8,0.5,0.866,-0.5,-0.9749,-0.2225,0.0,15.4,0.3781,low,recovering,recovering_05
2.63,9.03,7,8,0,4.01,57.4,-0.8,0.866,-0.5,0.0,1.0,0.0,15.4,0.2797,low,athlete,athlete_10
5.75,3.95,2,14,5,32.39,68.5,0.5,-0.5,-0.866,-0.9749,-0.2225,0.0436,18.0,0.5237,moderate,shift_worker,shift_worker_13
10.69,9.08,5,14,6,73.39,78.0,-0.4,-0.5,-0.866,-0.7818,0.6235,0.0,24.8,0.9195,high,student,student_13
1.17,6.34,6,8,2,0.5,80.5,-0.4,0.866,-0.5,0.9749,-0.2225,0.0036,5.2,0.4946,moderate,recovering,recovering_03
5.14,6.06,4,9,2,38.09,68.1,-0.8,0.7071,-0.7071,0.9749,-0.2225,0.0187,5.8,0.7191,high,recovering,recovering_14
0.52,8.88,7,7,6,0.5,54.5,0.7,0.9659,-0.2588,-0.7818,0.6235,0.0,12.3,0.02,low,athlete,athlete_03
7.47,6.3,1,22,4,12.86,88.1,-0.7,-0.5,0.866,-0.4339,-0.901,0.0238,25.8,0.8701,high,chronic_stress,chronic_stress_03
1.08,8.32,8,8,3,22.29,53.8,0.6,0.866,-0.5,0.4339,-0.901,0.0,10.2,0.1974,low,athlete,athlete_00
14.0,5.79,1,21,6,9.86,99.4,-0.6,-0.7071,0.7071,-0.7818,0.6235,0.0581,18.3,0.9615,high,chronic_stress,chronic_stress_19
4.07,8.25,8,19,0,23.93,52.4,0.5,-0.9659,0.2588,0.0,1.0,0.0,7.2,0.3289,low,athlete,athlete_16
6.43,6.96,3,10,3,5.47,73.3,-0.6,0.5,-0.866,0.4339,-0.901,0.0126,20.3,0.6358,moderate,chronic_stress,chronic_stress_10
7.77,8.93,8,12,6,4.9,87.9,-0.7,0.0,-1.0,-0.7818,0.6235,0.0,6.8,0.8425,high,recovering,recovering_10
0.71,6.37,5,6,4,4.36,67.4,0.9,1.0,0.0,-0.4339,-0.901,0.0022,18.1,0.3586,moderate,athlete,athlete_17
5.91,7.6,5,21,5,10.64,86.6,0.6,-0.7071,0.7071,-0.9749,-0.2225,0.0044,12.9,0.7747,high,recovering,recovering_18
3.72,5.18,2,14,2,7.48,80.5,0.7,-0.5,-0.866,0.9749,-0.2225,0.0196,20.3,0.5765,moderate,shift_worker,shift_worker_02
4.38,6.66,6,19,0,4.77,83.6,-0.4,-0.9659,0.2588,0.0,1.0,0.011,7.3,0.383,moderate,recovering,recovering_03
7.1,3.0,1,6,1,12.27,83.3,0.6,1.0,0.0,0.7818,0.6235,0.0665,9.8,0.932,high,shift_worker,shift_worker_01
6.69,8.2,7,12,0,22.47,63.0,0.6,0.0,-1.0,0.0,1.0,0.0,12.9,0.4827,moderate,athlete,athlete_14
9.25,6.7,3,12,4,2.29,70.0,-0.4,0.0,-1.0,-0.4339,-0.901,0.0226,5.4,0.8604,high,student,student_12
5.95,6.32,5,12,6,48.1,74.9,0.7,0.0,-1.0,-0.7818,0.6235,0.0187,8.3,0.367,low,professional,professional_14
3.9,5.6,4,20,3,14.54,77.1,-0.7,-0.866,0.5,0.4339,-0.901,0.0175,16.0,0.6791,high,professional,professional_13
4.19,5.14,1,7,4,28.58,88.2,-0.8,0.9659,-0.2588,-0.4339,-0.901,0.0225,15.8,0.8699,high,shift_worker,shift_worker_10
3.47,8.64,8,12,0,11.29,80.2,0.6,0.0,-1.0,0.0,1.0,0.0,4.8,0.2738,low,athlete,athlete_04
11.0,7.87,3,9,5,35.13,54.9,-0.8,0.7071,-0.7071,-0.9749,-0.2225,0.0027,5.5,0.7885,high,recovering,recovering_11
6.2,5.79,3,23,6,67.28,74.0,-0.8,-0.2588,0.9659,-0.7818,0.6235,0.0257,14.9,0.8843,high,shift_worker,shift_worker_13
4.5,8.51,8,19,2,21.71,67.4,0.5,-0.9659,0.2588,0.9749,-0.2225,0.0,13.7,0.2134,low,athlete,athlete_17
9.81,3.94,1,13,6,14.42,94.6,-0.4,-0.2588,-0.9659,-0.7818,0.6235,0.0748,12.5,0.8563,high,chronic_stress,chronic_stress_18
11.49,5.56,1,21,0,40.91,91.4,-0.4,-0.7071,0.7071,0.0,1.0,0.0526,7.7,0.98,high,chronic_stress,chronic_stress_05
9.92,6.42,4,14,6,3.33,82.4,-0.6,-0.5,-0.866,-0.7818,0.6235,0.0294,0.2,0.7103,high,student,student_15
2.55,6.44,5,20,5,26.48,67.4,-0.7,-0.866,0.5,-0.9749,-0.2225,0.0075,26.8,0.6777,moderate,recovering,recovering_07
3.79,5.97,2,23,5,1.54,80.4,0.6,-0.2588,0.9659,-0.9749,-0.2225,0.0144,-0.2,0.579,moderate,shift_worker,shift_worker_04
7.83,4.84,1,21,3,64.01,87.3,-0.4,-0.7071,0.7071,0.4339,-0.901,0.0464,24.3,0.98,high,student,student_05
8.06,8.2,6,21,0,7.97,74.3,-0.6,-0.7071,0.7071,0.0,1.0,0.0,11.4,0.5743,moderate,recovering,recovering_03
14.0,3.42,1,9,5,0.5,93.1,0.6,0.7071,-0.7071,-0.9749,-0.2225,0.1202,22.5,0.932,high,chronic_stress,chronic_stress_12
14.0,8.5,4,10,2,62.0,74.3,-0.7,0.5,-0.866,0.9749,-0.2225,0.0,10.2,0.98,high,student,student_01
6.52,4.53,2,20,1,0.51,88.8,-0.7,-0.866,0.5,0.7818,0.6235,0.0424,19.7,0.8418,high,chronic_stress,chronic_stress_14
1.11,8.93,8,6,3,0.5,64.7,0.6,1.0,0.0,0.4339,-0.901,0.0,11.5,0.1629,low,athlete,athlete_16
3.76,5.94,3,18,4,45.87,64.6,0.6,-1.0,-0.0,-0.4339,-0.901,0.0145,17.9,0.4245,moderate,professional,professional_10
4.23,5.79,5,20,0,5.32,72.5,0.6,-0.866,0.5,0.0,1.0,0.0175,12.8,0.4005,moderate,recovering,recovering_04
2.13,7.43,7,8,5,0.5,68.4,0.5,0.866,-0.5,-0.9749,-0.2225,0.0023,16.3,0.2696,low,recovering,recovering_06
6.13,7.44,2,22,5,27.88,86.5,-0.6,-0.5,0.866,-0.9749,-0.2225,0.0065,4.5,0.8566,high,shift_worker,shift_worker_06
10.15,3.0,1,14,2,38.27,110.2,-0.6,-0.5,-0.866,0.9749,-0.2225,0.0951,7.9,0.98,high,shift_worker,shift_worker_05
7.64,9.05,3,14,0,1.62,73.3,-0.4,-0.5,-0.866,0.0,1.0,0.0,15.5,0.7854,high,shift_worker,shift_worker_13
7.94,9.0,7,18,0,13.47,59.0,0.7,-1.0,-0.0,0.0,1.0,0.0,7.7,0.1832,low,athlete,athlete_00
3.72,5.78,2,10,0,15.03,69.7,0.9,0.5,-0.866,0.0,1.0,0.0155,7.0,0.2836,low,student,student_03
1.85,8.57,8,8,6,6.77,57.0,0.9,0.866,-0.5,-0.7818,0.6235,0.0,1.8,0.1915,low,recovering,recovering_07
2.42,7.42,6,20,5,8.12,74.5,-0.6,-0.866,0.5,-0.9749,-0.2225,0.0026,21.5,0.526,moderate,professional,professional_11
6.28,6.46,5,15,0,42.7,83.1,0.9,-0.7071,-0.7071,0.0,1.0,0.0182,15.0,0.7527,high,shift_worker,shift_worker_08
7.08,7.41,7,19,4,1.27,61.5,-0.7,-0.9659,0.2588,-0.4339,-0.901,0.0078,16.5,0.7707,high,athlete,athlete_17
2.0,8.81,8,6,0,4.61,52.2,-0.8,1.0,0.0,0.0,1.0,0.0,2.0,0.3241,moderate,athlete,athlete_08
1.02,4.09,1,15,1,2.35,78.4,0.6,-0.7071,-0.7071,0.7818,0.6235,0.0075,16.1,0.2839,low,shift_worker,shift_worker_06
11.71,4.42,1,22,2,17.26,83.6,-0.8,-0.5,0.866,0.9749,-0.2225,0.0787,7.1,0.98,high,shift_worker,shift_worker_19
14.0,7.13,4,20,0,89.24,68.6,-0.6,-0.866,0.5,0.0,1.0,0.0227,5.8,0.8867,high,recovering,recovering_06
5.51,8.17,5,9,6,10.4,73.4,-0.7,0.7071,-0.7071,-0.7818,0.6235,0.0,12.3,0.5495,moderate,recovering,recovering_06
6.37,7.36,7,19,1,120.0,66.1,0.6,-0.9659,0.2588,0.7818,0.6235,0.0076,-2.0,0.4818,moderate,athlete,athlete_09
